id,target
414,0.09411801362425004
415,0.4570759769774653
416,0.8742882624609324
417,0.3915174680903791
418,0.412015627562293
419,0.7125018352775845
420,0.68548286097624
421,0.4039796526924367
422,0.05914784573955893
423,0.24511035798352857
424,0.2708536459200634
425,0.13432474418372425
426,0.901794270095409
427,0.41988521851184474
428,0.19993446596090536
429,0.2575909546987403
430,0.8658333513491083
431,0.362691540116855
432,0.4104710002551734
433,0.03287745549100484
434,0.2636302768490974
435,0.22984122413673863
436,0.31112035767839924
437,0.7922518744389705
438,0.9124359825014069
439,0.41766734972680103
440,0.3438419394605708
441,0.08026963239731313
442,0.19325364196612888
443,0.8750704582081897
444,0.8822412892572852
445,0.5479854290481841
446,0.7417747504172876
447,0.4003962841065676
448,0.8207836433956359
449,0.366591446563483
450,0.7588102840936927
451,0.8706781058378763
452,0.1534953614170895
453,0.6000638734118807
454,0.3921783458827956
455,0.695879521673098
456,0.9545219466261825
457,0.4666193492021472
458,0.8682858944058389
459,0.3859203324090614
460,0.8026401644245591
461,0.41920786728823417
462,0.37765683868850597
463,0.025666797143121815
464,0.9265674051792863
465,0.8444219578117008
466,0.6112666867647952
467,0.13785207587145965
468,0.44207594857814425
469,0.2752637609556627
470,0.609748748240108
471,0.14694922934927862
472,0.3834544253168313
473,0.4751310727638845
474,0.4538425109190883
475,0.23636322703716908
476,0.3030571638506284
477,0.035713116844239674
478,0.158839669649371
479,0.8490167133978124
480,0.09232901948249193
481,0.7985547885187188
482,0.36273961798654497
483,0.22233566248117562
484,0.07682796953323874
485,0.5465659188711134
486,0.31112035767839924
487,0.34888893162065576
488,0.46316901090132007
489,0.14251841949692665
490,0.5943866729254869
491,0.4571645660655223
492,0.5059277004542159
493,0.5802596017799684
494,0.12820799201329944
495,0.5474595127933627
496,0.4137302357305854
497,0.595075147927164
498,0.9379321422141143
499,0.5736718255260875
500,0.3253064696540424
501,0.042299937529414085
502,0.020961529089084007
503,0.9932258065430303
504,0.4496691120448753
505,0.6391141465985796
506,0.16801864581247383
507,0.08180589175535076
508,0.6545092730457327
509,0.8845630813393486
510,0.0973399271642277
511,0.35555681486156504
512,0.41231114166004024
513,0.647332310118329
514,0.0846246832883624
515,0.745829673195011
516,0.5216852910507787
517,0.21520205386226415
518,0.7706421537162848
519,0.44165819158870273
520,0.46372291068887056
521,0.7906500606377663
522,0.6351130558086635
523,0.796218353995022
524,0.3096039071407958
525,0.4008815413936489
526,0.6538730095637535
527,0.39105223787903426
528,0.3265568976368095
529,0.0751018214092757
530,0.41726552701681013
531,0.37836524085166423
532,0.38859234342154525
533,0.9148821785665364
534,0.11888286256612256
535,0.40656307000714836
536,0.0741246328081659
537,0.053064951312554995
538,0.09112812733015514
539,0.08317128871829763
540,0.7028360791997448
541,0.6602125020977124
542,0.7369093700647907
543,0.07118596889900355
544,0.8255447958959032
545,0.08816654307840469
546,0.22462816744932534
547,0.08347329929490196
548,0.35211113057642823
549,0.8245807348155808
550,0.5095117888778214
551,0.6483700841763717
552,0.31659287325131347
553,0.3066640493974641
554,0.26741898248497964
555,0.01241625124547459
556,0.1380912310366303
557,0.7582387105779111
558,0.7668368251507662
559,0.6574784395988276
560,0.15595078690490646
561,0.8205020512635254
562,0.5942738906351305
563,0.531740911089289
564,0.47913224749633826
565,0.8636064701835104
566,0.09252911694815259
567,0.2276453712150566
568,0.8582338513340809
569,0.7985798107149301
570,0.8395093231640466
571,0.5312404696836103
572,0.3473501019787053
573,0.5693115180356697
574,0.49074995346474354
575,0.18972845985927062
576,0.6196036629731916
577,0.028469478913969563
578,0.4717926922269644
579,0.014070212706682425
580,0.6223803433006452
581,0.0645013914327325
582,0.8491232255615887
583,0.5948868721450392
584,0.11540538183787893
585,0.2704984047625552
586,0.7927713121703498
587,0.8185985905671116
588,0.15164461945643498
589,0.14644631046176798
590,0.3295450308209852
591,0.48392244438432974
592,0.9741269479666538
593,0.3123286932677102
594,0.8706974806930587
595,0.8598692224771736
596,0.1734364535549011
597,0.08560360839522645
598,0.3497962747352699
599,0.043528060028282904
600,0.0322959585078792
601,0.218807566047554
602,0.7255468362205919
603,0.2897793507424424
604,0.30363098864308086
605,0.6685487487928904
606,0.6276619772687405
607,0.3752240230614676
608,0.4868764075143271
609,0.105957305395203
610,0.47653581985217336
611,0.520910987174112
612,0.39350196850635344
613,0.7918183568298468
614,0.3897391288263864
615,0.5956477530096307
616,0.17006748783921047
617,0.025282460809715693
618,0.26651027405863265
619,0.020693051226990705
620,0.8351798724317995
621,0.8649261750888387
622,0.22896168252668558
623,0.5273910432731221
624,0.11096192558107282
625,0.9298757674496769
626,0.47634179408873706
627,0.29358922014761274
628,0.550485842494621
629,0.6664408003538462
630,0.28855071921462216
631,0.6315676189891761
632,0.043579622718049285
633,0.05650463293748453
634,0.8031454158684721
635,0.586847703548061
636,0.26016291334112623
637,0.7418083933502625
638,0.06661660042067347
639,0.17378031618965697
640,0.2812907636623862
641,0.09622027593884093
642,0.6787942868980368
643,0.25940220322509383
644,0.054099569797499795
645,0.4324150744507543
646,0.7205567467672453
647,0.5859563406106884
648,0.7189676196819063
649,0.5749726414509359
650,0.45845338206432146
651,0.11255426964705896
652,0.6914861586062363
653,0.6749102439896035
654,0.3803838846294287
655,0.5719178752628383
656,0.8439747277182322
657,0.13785207587145965
658,0.26014599880778183
659,0.08537275960841431
660,0.7030488678896178
661,0.689746267125338
662,0.5997707660299788
663,0.35721178091425476
664,0.8405534142740974
665,0.01682715965281075
666,0.6223956752892791
667,0.06261586340464377
668,0.040654535925516246
669,0.9010345603033346
670,0.5988376330089716
671,0.3299838522292215
672,0.9659304802060745
673,0.1283481291861435
674,0.5890285311081904
675,0.1758655320261019
676,0.5614401858199103
677,0.4594423139078443
678,0.07066421729834294
679,0.10192648712334478
680,0.7670305442663357
681,0.855871553083756
682,0.1454289760114317
683,0.30084522805835096
684,0.7122540495713767
685,0.8888978053199756
686,0.15150187622061345
687,0.48336984349705603
688,0.22284409206165232
689,0.45625220539527966
